,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
122,122,1,0.976499975,"loan, process, would, u, read, recommend, home, mortgage, team, time","['received', 'offer', 'multiple', 'bank', 'lending', 'tree', 'request', 'mortgage', 'alex', 'madewell', 'nasb', 'far', 'best', 'offer', 'made', 'entire', 'process', 'easy', 'knowledgeable', 'closing', 'home', 'seamless', 'surprise', 'would', 'definitely', 'recommend', 'alex', 'madewell', 'nasb', 'anyone', 'looking', 'mortgage']"
123,123,2,0.968200028,"loan, process, time, closing, u, read, mortgage, rate, great, would","['joey', 'knowledgeable', 'accessible', 'maintained', 'positive', 'attitude', 'throughout', 'complex', 'refinancing', 'process', 'true', 'partner', 'functionary', 'paperwork', 'trusted', 'judgment', 'never', 'failed', 'also', 'great', 'sense', 'humor']"
124,124,0,0.865800023,"would, work, time, loan, home, process, read, great, lender, rate","['quick', 'professional', 'friendly', 'cost', 'effective']"
125,125,1,0.836600006,"loan, process, would, u, read, recommend, home, mortgage, team, time","['triumph', 'lending', 'great', 'team', 'walk', 'lending', 'process', 'hasslefree', 'treated', 'great', 'care', 'made', 'sure', 'answer', 'question', 'preapproval', 'process', 'easy', 'complete', 'team', 'quick', 'respond', 'every', 'time', 'needed', 'preapproval', 'letter', 'bidding', 'home', 'able', 'close', 'house', 'within', 'month', 'well', 'read']"
126,126,2,0.958999991,"loan, process, time, closing, u, read, mortgage, rate, great, would","['responsive', 'worked', 'hard', 'get', 'u', 'approved', 'mortgage', 'experience', 'stressful', 'jon', 'really', 'made', 'u', 'feel', 'like', 'someone', 'side', 'thanks', 'everything']"
127,127,2,0.971700013,"loan, process, time, closing, u, read, mortgage, rate, great, would","['extremely', 'impressed', 'proffessionalism', 'quality', 'speed', 'quote', 'ability', 'communicate', 'preferred', 'method', 'speed', 'close', 'speaking', 'several', 'loan', 'officer', 'jon', 'barrett', 'nasb', 'u', 'couldnt', 'happier', 'service', 'great', 'work']"
128,128,0,0.843599975,"would, work, time, loan, home, process, read, great, lender, rate","['good', 'service', 'helpful', 'people']"
129,129,1,0.963400006,"loan, process, would, u, read, recommend, home, mortgage, team, time","['rick', 'team', 'guaranteed', 'rate', 'fantastic', 'experience', 'delightful', 'beginning', 'end', 'recommend', 'rick', 'highly', 'thank', 'much', 'hard', 'work', 'make', 'buying', 'process', 'go', 'smoothly']"
130,130,1,0.969399989,"loan, process, would, u, read, recommend, home, mortgage, team, time","['arbor', 'mortgage', 'failed', 'way', 'list', 'government', 'shut', 'help', 'situation', 'never', 'situation', 'first', 'place', 'company', 'would', 'increase', 'communication', 'dedication', 'costumer', 'may', 'would', 'recommend', 'chance']"
131,131,0,0.964999974,"would, work, time, loan, home, process, read, great, lender, rate","['dealt', 'robert', 'mcclung', 'hitting', 'bump', 'road', 'persistent', 'managed', 'get', 'business', 'loan', '’', 'real', 'professional', 'know', 'business', '’', 'love', 'deal', 'opportunity', 'future']"
132,132,2,0.956700027,"loan, process, time, closing, u, read, mortgage, rate, great, would","['stephanie', 'great', 'job', 'kept', 'informed', 'time', 'seems', 'put', 'together', 'excellent', 'team', 'focus', 'getting', 'job', 'done', 'done', 'right']"
133,133,1,0.785899997,"loan, process, would, u, read, recommend, home, mortgage, team, time","['shopping', 'around', 'refinance', 'came', 'upon', 'dlj', 'financial', 'listened', 'wanted', 'worked', 'hard', 'give', 'u', 'needed', 'gotten', 'quote', 'two', 'company', 'couldnt', 'even', 'compare', 'dlj', 'financialour', 'customer', 'service', 'rep', 'jaclyn', 'martin', 'work', 'hard', 'give', 'u', 'everything', 'wanted', 'explained', 'every', 'step', 'process', 'always', 'answer', 'question', 'super', 'friendly', 'easy', 'talked', 'loved', 'working', 'sakani', 'hamilton', 'experience', 'stressful', 'everything', 'went', 'fast', 'would', 'surely', 'work', 'read']"
134,134,0,0.960399985,"would, work, time, loan, home, process, read, great, lender, rate","['peter', 'team', 'great', 'work', 'professional', 'prompt', 'response', 'answered', 'question', 'somehow', 'got', 'u', 'closing', 'time', 'despite', 'various', 'roadblock', 'encountered']"
135,135,0,0.956200004,"would, work, time, loan, home, process, read, great, lender, rate","['tried', 'emailing', 'lender', 'got', 'sent', 'back', 'tried', 'calling', 'lender', 'got', 'busy', 'signal', 'couldnt', 'get', 'hold', 'anyone']"
136,136,1,0.934099972,"loan, process, would, u, read, recommend, home, mortgage, team, time","['guaranteed', 'rate', 'entire', 'team', 'helpful', 'responsive', 'amazing', 'customer', 'service', 'appreciate', 'hardwork']"
137,137,2,0.99000001,"loan, process, time, closing, u, read, mortgage, rate, great, would","['started', 'bob', 'g', 'ran', 'credit', 'check', 'without', 'knowledge', 'consent', 'agreed', 'use', 'nasb', 'bob', 'told', 'could', 'close', 'le', 'weeksit', 'took', 'day', 'closing', 'still', 'asking', 'paperwork', 'day', 'closing', 'household', 'good', 'unpacked', 'told', 'power', 'attorney', 'could', 'used', 'fly', 'id', 'wife', 'take', 'doc', 'notary', 'fedex', 'back', 'also', 'get', 'bank', 'check', 'send', 'doc', 'wouldnt', 'accept', 'personal', 'check', 'five', 'day', 'later', 'driving', 'id', 'nc', 'coordinate', 'closing', 'doc', 'already', 'sent', 'sale', 'home', 'sent', 'could', 'send', 'four', 'house', 'purchased', 'past', 'year', 'stressful', 'read']"
138,138,1,0.917400002,"loan, process, would, u, read, recommend, home, mortgage, team, time","['lending', 'tree', 'matching', 'company', 'dont', 'offer', 'product', 'requested']"
139,139,0,0.910300016,"would, work, time, loan, home, process, read, great, lender, rate","['never', 'write', 'review', 'time', 'prevent', 'anyone', 'making', 'mistake', 'mistake', 'using', 'north', 'american', 'saving', 'bank', 'lender', 'started', 'refinance', 'company', 'assurance', 'would', 'standard', 'refinance', 'without', 'problem', 'would', 'completed', 'minimal', 'amount', 'time', 'communication', 'company', 'average', 'confirmed', 'would', 'pursuing', 'loan', 'impression', 'loan', 'officer', 'interested', 'attracting', 'business', 'helping', 'company', 'us', 'convoluted', 'email', 'system', 'sometimes', 'worked', 'mostly', 'didnt', 'led', 'frequent', 'email', 'phone', 'call', 'asking', 'document', 'resent', 'assessment', 'done', 'house', 'paying', 'communication', 'stopped', 'able', 'reach', 'loan', 'officer', 'told', 'would', 'personally', 'find', 'additional', 'comp', 'area', 'little', 'annoyed', 'going', 'paying', 'however', 'complied', 'contacting', 'area', 'realtor', 'securing', 'believe', 'suitable', 'comp', 'forwarded', 'officer', 'week', 'went', 'phone', 'call', 'email', 'answered', 'time', 'told', 'comp', 'werent', 'sufficient', 'result', 'couldnt', 'ensure', 'residence', 'worth', 'anything', 'despite', 'assessment', 'finding', 'result', 'would', 'issuing', 'loan', 'time', 'decided', 'honor', 'informing', 'rate', 'risen', 'half', 'point', 'warn', 'loan', 'officer', 'way', 'recording', 'voicemail', 'message', 'forwarding', 'voicemail', 'account', 'without', 'calling', 'bad', 'news', 'feel', 'like', 'effort', 'avoid', 'conversing', 'im', 'stuck', '$', 'assessment', 'bank', 'telling', 'cant', 'use', 'word', 'pay', 'new', 'assessment', 'im', 'also', 'money', 'credit', 'report', 'course', 'ill', 'paying', 'higher', 'interest', 'rate', 'new', 'loan', 'secure', 'told', 'loan', 'officer', 'recourse', 'recoup', 'money', 'spent', 'expect', 'paying', 'mistake', 'year', 'point', 'refinanced', 'loan', 'one', 'year', 'ago', 'without', 'issue', 'strongly', 'urge', 'anyone', 'looking', 'refinance', 'obtain', 'new', 'loan', 'bypass', 'north', 'american', 'saving', 'bank', 'matter', 'promise', 'save', 'time', 'money', 'lot', 'aggravation', 'read']"
140,140,0,0.978200018,"would, work, time, loan, home, process, read, great, lender, rate","['lisa', 'podorson', 'set', 'closing', 'date', 'three', 'different', 'date', 'reneged', 'since', 'august', 'm', 'podorson', 'continued', 'asked', 'document', 'last', 'minuet', 'return', 'text', 'phone', 'call', 'entire', 'week', 'return', 'call', 'decided', 'cancel', 'refinancing', 'contact', 'bbb', 'unprofessional', 'process', 'experience', 'unpleasant', 'read']"
141,141,2,0.952300012,"loan, process, time, closing, u, read, mortgage, rate, great, would","['william', 'fine', 'loan', 'officer', 'time', 'good', 'entire', 'experience', 'horrible', 'came', 'actual', 'processing', 'closing', 'underwriter', 'tell', 'additional', 'item', 'needed', 'last', 'week', 'closing', 'feel', 'able', 'give', 'list', 'called', 'check', 'status', 'week', 'prior', 'point', 'told', 'everything', 'good', 'go', 'waiting', 'appraisal', 'live', 'hawaii', 'buying', 'mean', 'day', 'lag', 'time', 'sign', 'closing', 'actual', 'item', 'demanding', 'would', 'take', 'business', 'day', 'get', 'already', 'purchased', 'airline', 'ticket', 'shipped', 'vehicle', 'household', 'good', 'compassion', 'came', 'across', 'word', 'god', 'would', 'bow', 'company', 'even', 'offer', 'assistance', 'pay', 'change', 'time', 'schedule', 'well', 'airfare', 'care', 'come', 'getting', 'money', 'buying', 'stressful', 'uncalled', 'company', 'side', 'need', 'reevaluate', 'process', 'get', 'understanding', 'real', 'customer', 'service', 'respect', 'customer', 'time', 'life', 'stay', 'far', 'away', 'company', 'read']"
142,142,2,0.705500007,"loan, process, time, closing, u, read, mortgage, rate, great, would","['initially', 'pretty', 'skeptical', 'refinancing', 'home', '’', 'personal', 'family', 'issue', 'devastated', 'credit', 'point', 'felt', 'would', 'waste', 'time', 'since', '’', 'never', 'approved', 'however', 'real', 'need', 'arose', 'dad', '’', 'declining', 'health', 'demanded', 'make', 'room', 'home', 'keep', 'close', 'u', 'give', 'care', 'need', '’', 'sure', 'expect', 'patrick', 'g', 'reliance', 'soon', 'reassured', 'thoroughly', 'delighted', 'pat', 'informed', 'u', 'eligible', '’', 'walk', 'u', 'entire', 'process', 'personally', 'simply', 'superlative', 'sufficient', 'thank', 'fantastic', 'guidance', 'getting', 'home', 'refinanced', 'took', 'assumed', 'would', 'challenging', 'home', 'refinance', 'successfully', 'navigated', 'u', 'process', 'successful', 'conclusion', 'every', 'single', 'step', 'proved', 'friendly', 'patient', 'polite', 'knowledgeable', 'professional', 'consistently', 'available', 'u', 'cant', 'remember', 'last', 'company', 'dealt', 'returned', 'call', 'email', 'timely', 'manner', 'even', 'personally', 'called', 'weekend', 'item', 'needed', 'attention', 'person', 'ask', 'mortgage', 'broker', 'happily', 'enthusiastically', 'recommend', 'others', 'thanks', 'patrick', 'support', 'assistance', 'read']"
143,143,0,0.936600029,"would, work, time, loan, home, process, read, great, lender, rate","['lender', 'contacted', 'previous', 'phone', 'number', 'list', 'registering', 'site', 'unprofessional', 'disturbing']"
144,144,1,0.915899992,"loan, process, would, u, read, recommend, home, mortgage, team, time","['extremely', 'smooth', 'process', 'surprise', 'better', 'expected', 'interest', 'rate']"
145,145,1,0.942600012,"loan, process, would, u, read, recommend, home, mortgage, team, time","['rep', 'extremely', 'professional', 'friendly', 'helpful', 'first', 'spoke', 'fact', 'initial', 'round', 'call', 'thought', 'going', 'select', 'five', 'lending', 'tree', 'lender', 'plus', 'two', 'bank', 'talked', 'directly', 'sent', 'email', 'lender', 'saying', 'ok', 'contract', 'signed', 'want', 'select', 'lender', 'lock', 'rate', 'tomorrow', 'please', 'send', 'best', 'current', 'rate', 'fee', 'etc', 'exact', 'loan', 'parameter', 'took', 'rep', 'nasb', 'week', 'respond', 'replied', 'thanks', 'late', 'selected', 'someone', 'else', 'already', 'locked', 'rate', 'following', 'week', 'continued', 'receive', 'email', 'saying', 'ready', 'proceed', 'loan', 'let', 'know', 'closed', 'january', 'th', 'february', 'th', 'got', 'another', 'email', 'guess', 'didnt', 'really', 'ever', 'read', 'email', 'also', 'told', 'phone', 'missed', 'boat', 'seemed', 'fall', 'deaf', 'ear', 'end', 'round', 'one', 'rate', 'fee', 'competitive', 'though', 'pretty', 'near', 'best', 'bunch', 'read']"
146,146,2,0.989300013,"loan, process, time, closing, u, read, mortgage, rate, great, would","['probably', 'challenging', 'refinance', 'alex', 'zelada', 'worked', 'despite', 'numerous', 'assurance', 'getting', 'close', 'finish', 'line', 'took', 'month', 'day', 'rate', 'lock', 'extended', 'problem', 'seemed', 'quicken', 'request', 'document', 'piecemeal', 'new', 'request', 'caused', 'delay', 'likely', 'due', 'quicken', 'q', 'put', 'everything', 'holding', 'pattern', 'apparently', 'without', 'broker', 'knowledge', 'discovered', 'following', 'see', 'delay', 'also', 'instance', 'pb', 'staff', 'fully', 'reading', 'thru', 'correspondence', 'making', 'assumption', 'werent', 'entirely', 'accurate', 'could', 'significant', 'borrower', 'would', 'go', 'local', 'broker', 'comparable', 'rate', 'read']"
147,147,2,0.667200029,"loan, process, time, closing, u, read, mortgage, rate, great, would","['andy', 'incredible', 'resource', 'guide', 'throughout', 'first', 'homebuying', 'experience', 'highly', 'skilled', 'always', 'willing', 'help', 'perhaps', 'importantly', 'understanding', 'answered', 'countless', 'question', 'even', 'text', 'message', 'night', 'calm', 'professional', 'demeanor', 'absolutely', 'reassured', 'throughout', 'closing', 'process', 'plan', 'refinancing', 'year', 'utmost', 'confidence', 'andy', 'able', 'provide', 'another', 'superior', 'experience', 'looking', 'forward', 'working', 'andy', 'read']"
148,148,0,0.608399987,"would, work, time, loan, home, process, read, great, lender, rate","['company', 'responded', 'lending', 'tree', 'application', 'picked', 'work', 'initial', 'email', 'polite', 'professional', 'spoke', 'broker', 'adam', 'explained', 'somewhat', 'complicated', 'situation', 'advised', 'send', 'financial', 'document', 'including', 'w', 'etc', 'folk', 'could', 'make', 'preliminary', 'decision', 'started', 'applicaiton', 'immediately', 'sent', 'highly', 'personal', 'paperwork', 'requested', 'day', 'later', 'emailed', 'saying', 'everything', 'look', 'good', 'need', 'sure', 'never', 'emailed', 'called', 'notified', 'via', 'mental', 'telepathy', 'emailed', 'requesting', 'update', 'nothing', 'arghhh', 'waste', 'time', 'company', 'couldnt', 'help', 'biggie', 'tell', 'getting', 'update', 'folk', 'really', 'make', 'paranoid', 'shared', 'financial', 'info', 'note', 'lending', 'tree', 'drop', 'company', 'note', 'applicant', 'plenty', 'good', 'company', 'steer', 'clear', 'one', 'read']"
149,149,1,0.431100011,"loan, process, would, u, read, recommend, home, mortgage, team, time","['working', 'chris', 'excellent', 'experience', 'knowledgeable', 'follow', 'every', 'step', 'way', 'really', 'make', 'big', 'difference', 'work', 'professional', 'like', 'thank', 'chris', 'time', 'effort', 'put', 'deal']"
150,150,0,0.936600029,"would, work, time, loan, home, process, read, great, lender, rate","['lender', 'contacted', 'previous', 'phone', 'number', 'list', 'registering', 'site', 'unprofessional', 'disturbing']"
151,151,2,0.870199978,"loan, process, time, closing, u, read, mortgage, rate, great, would","['excellent', 'service', 'rc', 'stayed', 'top', 'everythign', 'make', 'sure', 'closed', 'target', 'would', 'recommend', 'anyone', 'looking', 'home', 'loan']"
152,152,0,0.967499971,"would, work, time, loan, home, process, read, great, lender, rate","['shawn', 'organized', 'quick', 'respond', 'transparent', 'personable', 'patient', 'firsttime', 'home', 'buyer', 'answering', 'question', 'explaining', 'process', 'made', 'home', 'buying', 'process', 'painless', 'possible', 'would', 'recommend', 'anyone']"
153,153,1,0.97240001,"loan, process, would, u, read, recommend, home, mortgage, team, time","['awesome', 'experience', 'professional', 'efficient', 'great', 'communication', 'team', 'top', 'everything', 'simple', 'efficient', 'latest', 'technology', 'close', 'fasthighly', 'recommend', 'rick', 'professional', 'option', 'opportunity', 'communication', 'competitive', 'product', 'recommendation', 'offered', 'consideration']"
154,154,2,0.967700005,"loan, process, time, closing, u, read, mortgage, rate, great, would","['fred', 'awesome', 'work', 'knowledgeable', 'field', 'quick', 'respond', 'call', 'email', 'made', 'sure', 'loan', 'stayed', 'track', 'closed', 'time', 'day', 'day', 'put', 'contract', 'house', 'highly', 'recommend', 'fred']"
155,155,0,0.992200017,"would, work, time, loan, home, process, read, great, lender, rate","['cant', 'say', 'enough', 'adam', 'pac', 'ben', 'talk', 'going', 'extra', 'mile', 'holy', 'wow', 'night', 'day', 'difference', 'anyone', 'else', 'considered', 'spoke', 'adam', 'spent', 'soooooo', 'much', 'time', 'including', 'weekend', 'taking', 'question', 'im', 'pretty', 'sure', 'stupid', 'always', 'took', 'time', 'walk', 'explain', 'thing', 'thoroughly', 'also', 'wonderfully', 'calm', 'yet', 'passionate', 'knowledgeable', 'yet', 'approachable', 'charming', 'demeanor', 'made', 'mortgage', 'experience', 'much', 'better', 'could', 'remotely', 'expected', 'made', 'could', 'easily', 'unpleasant', 'palatable', 'made', 'sure', 'getting', 'best', 'possible', 'deal', 'scenario', 'took', 'real', 'work', 'one', 'provided', 'better', 'rate', 'moght', 'expect', 'get', 'pay', 'star', 'service', 'best', 'rate', 'get', 'go', 'anywhere', 'else', '%', 'going', 'back', 'adampac', 'ben', 'time', 'come', 'know', 'honestly', 'go', 'anyone', 'else', 'thanks', 'adaml', 'read']"
156,156,1,0.981599987,"loan, process, would, u, read, recommend, home, mortgage, team, time","['cant', 'express', 'incredibly', 'awesome', 'experience', 'working', 'bryant', 'small', 'nasb', 'military', 'family', 'purchased', 'refinanced', 'many', 'home', 'far', 'best', 'experience', 'ever', 'bryant', 'make', 'easy', 'took', 'time', 'discus', 'best', 'option', 'u', 'ive', 'never', 'met', 'bryant', 'cant', 'mistake', 'authenticity', 'knew', 'instantly', 'nasb', 'going', 'read']"
157,157,0,0.697399974,"would, work, time, loan, home, process, read, great, lender, rate","['staff', 'friendly', 'great', 'work', 'kept', 'well', 'informed', 'throughout', 'process']"
158,158,2,0.977199972,"loan, process, time, closing, u, read, mortgage, rate, great, would","['hesitant', 'use', 'nonlocal', 'mortgage', 'company', 'loan', 'officer', 'jeremy', 'involved', 'process', 'local', 'loan', 'company', '’', 'used', 'previously', 'customer', 'service', 'knowledge', 'exceeded', 'expectation', 'dont', 'usually', 'recommend', 'people', 'would', 'consider', 'jeremy', 'trusted', '“', 'friend', 'mortgage', 'business', '”']"
159,159,0,0.970300019,"would, work, time, loan, home, process, read, great, lender, rate","['robert', 'best', 'person', 'loan', 'almost', 'make', 'u', 'wish', 'could', 'kidding', 'amazing', 'person', 'concerned', 'wanted', 'whatever', 'could', 'make', 'experience', 'painless', 'possible', 'would', 'truely', 'recommend', 'friend', 'family', 'thanks', 'robert']"
160,160,0,0.978100002,"would, work, time, loan, home, process, read, great, lender, rate","['loved', 'working', 'group', 'people', 'laughed', 'phone', 'always', 'answered', 'question', 'moved', 'loan', 'along', 'quickly', 'possible', 'knowledgeable', 'staff', 'shopping', 'around', 'lender', 'one', 'lender', 'badmouthed', 'wyndham', 'lost', 'business', 'told', 'wyndham', 'class', 'say', 'anything', 'negative', 'another', 'company', 'get', 'sell']"
161,161,1,0.95450002,"loan, process, would, u, read, recommend, home, mortgage, team, time","['best', 'loan', 'officer', 'could', 'hoped', 'jeff', 'exceeded', 'expectation', 'worked', 'hard', 'get', 'best', 'rate', 'possible', 'highly', 'recommended']"
162,162,0,0.981999993,"would, work, time, loan, home, process, read, great, lender, rate","['month', 'spoke', 'one', 'person', 'amerisave', 'got', 'information', 'needed', 'decided', 'refi', 'continue', 'get', 'call', 'reliance', 'whose', 'employee', 'seem', 'know', 'interested', 'mean', 'would', 'known', 'clicking', 'one', 'co', 'get', 'information', 'meant', 'co', 'would', 'call', 'would', 'never', 'looked', 'online', 'information', 'get', 'co', 'stop', 'calling', 'read']"
163,163,2,0.986400008,"loan, process, time, closing, u, read, mortgage, rate, great, would","['real', 'stand', 'guy', 'beginning', 'mr', 'barrett', 'alievatied', 'uncertainty', 'faced', 'buying', 'first', 'home', 'guidance', 'expertise', 'certainly', '“', 'first', 'time', 'homebuyer', '”', 'would', 'hope', 'beginning', 'end', 'stood', 'u', 'walked', 'u', 'entire', 'process', 'even', 'wire', 'closing', 'mr', 'barrett', 'stepped', 'saved', 'u', 'thousand', 'identifying', 'errounous', 'mistake', 'contract', 'buy', '’', 'call', 'jon', 'thank', 'jon', 'barrett', 'certainly', 'enjoyed', 'working', 'read']"
164,164,0,0.995500028,"would, work, time, loan, home, process, read, great, lender, rate","['positive', 'completed', 'mortgage', 'refinance', 'reducing', 'apr', '%', '%', 'however', '%', 'rate', 'available', 'several', 'competitor', 'several', 'offered', 'lower', 'fee', 'also', 'refinancing', 'reinstate', 'va', 'certificate', 'eligibility', 'toward', 'purchase', 'home', 'since', 'rate', 'available', 'elsewhere', 'hired', 'gr', 'based', 'broker', 'claim', 'transaction', 'could', 'completed', 'within', 'week', 'le', 'formally', 'began', 'process', 'guaranteed', 'rate', 'july', 'based', 'broker', 'feedback', 'transaction', 'underwriting', 'july', 'rd', 'planned', 'closing', 'date', 'new', 'home', 'purchase', 'month', 'later', 'alerted', 'va', 'refinance', 'didnt', 'close', 'gr', 'full', 'month', 'later', 'aug', 'loan', 'funded', 'aug', 'came', 'within', 'day', 'missing', 'ratelock', 'date', 'newhome', 'purchase', 'mortgage', 'communication', 'broker', 'horrible', 'mentioned', 'parallel', 'effort', 'going', 'process', 'obtaining', 'home', 'purchase', 'mortgage', 'another', 'company', 'great', 'basis', 'comparison', 'received', 'information', 'guaranteed', 'rate', 'without', 'ask', 'receive', 'information', 'minimal', 'typically', 'yes', 'answer', 'followup', 'additional', 'question', 'get', 'clarification', 'detail', 'dont', 'living', 'thats', 'hired', 'gr', 'definitely', 'receive', 'money', 'worth', 'im', 'believe', 'broker', 'loan', 'package', 'spent', 'week', 'underwriting', 'btw', 'credit', 'score', 'issue', 'asked', 'broker', 'never', 'offered', 'rationale', 'delay', 'asked', 'gr', 'sent', 'review', 'two', 'week', 'ago', 'surprise', 'havent', 'heard', 'word', 'back', 'apologizing', 'complete', 'lack', 'customer', 'service', 'trust', 'better', 'guy', 'read']"
165,165,1,0.991100013,"loan, process, would, u, read, recommend, home, mortgage, team, time","['loan', 'officer', 'happy', 'communicate', 'committed', 'committed', 'communicated', 'u', 'questioned', 'item', 'problem', 'questioned', 'werent', 'settling', 'rate', 'lock', 'expired', 'idea', 'process', 'unless', 'contacted', 'steve', 'poor', 'poor', 'communication', 'loan', 'officer', 'also', 'sure', 'house', 'would', 'appraise', '$', 'k', 'talking', 'u', 'loan', 'werent', 'interested', 'causing', 'u', 'refinance', '%', 'lower', 'current', 'mortgage', 'appraiser', 'disorganized', 'called', 'twice', 'picture', 'forgot', 'used', 'poor', 'comp', 'contacted', 'several', 'time', 'look', 'document', 'expired', 'could', 'even', 'sign', 'within', 'minute', 'email', 'notification', 'good', 'actual', 'settlement', 'sweet', 'competent', 'notary', 'thank', 'goodness', 'done', 'poor', 'process', 'poor', 'communication', 'never', 'recommend', 'nasb', 'already', 'told', 'two', 'people', 'refinancing', 'steer', 'clear', 'read']"
166,166,0,0.978399992,"would, work, time, loan, home, process, read, great, lender, rate","['working', 'jon', 'amazing', 'experience', 'start', 'offered', 'answer', 'question', 'since', 'first', 'home', 'purchase', 'jon', 'always', 'phone', 'call', 'away', 'ready', 'help', 'needed', 'made', 'stringent', 'home', 'buying', 'process', 'easy', 'possible', 'would', 'definitely', 'recommend', 'potential', 'buyer', 'work', 'jon', 'know', 'calling', 'ever', 'decide', 'buy', 'another', 'house', 'thanks', 'jon']"
167,167,0,0.982800007,"would, work, time, loan, home, process, read, great, lender, rate","['bob', 'called', 'checking', 'answered', 'question', 'via', 'email', 'within', 'minute', 'later', 'hour', 'reassured', 'another', 'lender', 'trying', 'make', 'think', 'problem', 'triumph', 'followed', 'gut', 'stuck', 'bob', 'triumph', 'bob', 'katie', 'amazing', 'beat', 'lender', 'rate', 'percentage', 'saved', 'closing', 'cost', 'well', 'lender', 'strict', 'closing', 'cost', 'higher', 'amazing', 'home', 'could', 'happier', 'read']"
168,168,2,0.807099998,"loan, process, time, closing, u, read, mortgage, rate, great, would","['loan', 'process', 'another', 'lending', 'company', 'fell', 'apart', 'rick', 'richter', 'came', 'rescue', 'able', 'pick', 'piece', 'complete', 'whole', 'process', 'fast', 'efficiently', 'without', 'change', 'original', 'anticipated', 'closing', 'date', 'rick', 'nothing', 'kind', 'courteous', 'informative', 'start', 'finish', 'would', 'highly', 'recommend', 'service', 'rick', 'team', 'read']"
169,169,1,0.967800021,"loan, process, would, u, read, recommend, home, mortgage, team, time","['ritu', 'pleasure', 'work', 'positive', 'energetic', 'knowledgeable', 'willing', 'help', 'run', 'several', 'different', 'option', 'make', 'sure', 'happy', 'plan', 'helped', 'u', 'see', 'process', 'beginning', 'end', 'would', 'work']"
170,170,0,0.82099998,"would, work, time, loan, home, process, read, great, lender, rate","['professional', 'customer', 'oriented']"
171,171,1,0.94660002,"loan, process, would, u, read, recommend, home, mortgage, team, time","['mike', 'knowledge', 'enthusiasm', 'evident', 'everything', 'ive', 'never', 'worked', 'anyone', 'responds', 'email', 'faster', 'great', 'communication', 'great', 'service']"
172,172,2,0.98119998,"loan, process, time, closing, u, read, mortgage, rate, great, would","['spoke', 'lender', 'quite', 'time', 'gave', 'information', 'needed', 'even', 'pulled', 'credit', 'thanks', 'negative', 'ding', 'credit', 'score', 'said', 'sending', 'information', 'continue', 'refinance', 'nothing', 'ever', 'sent', 'called', 'back', 'told', 'someone', 'else', 'sends', 'information', 'would', 'send', 'next', 'day', 'nothing', 'poor', 'poor', 'poor', 'customer', 'service', 'waste', 'time', 'read']"
173,173,1,0.937900007,"loan, process, would, u, read, recommend, home, mortgage, team, time","['rep', 'extremely', 'professional', 'friendly', 'helpful', 'first', 'spoke', 'fact', 'initial', 'round', 'call', 'thought', 'going', 'select', 'five', 'lending', 'tree', 'lender', 'plus', 'two', 'bank', 'talked', 'directly', 'sent', 'email', 'lender', 'saying', 'ok', 'contract', 'signed', 'want', 'select', 'lender', 'lock', 'rate', 'tomorrow', 'please', 'send', 'best', 'current', 'rate', 'fee', 'etc', 'exact', 'loan', 'parameter', 'took', 'rep', 'nasb', 'week', 'respond', 'replied', 'thanks', 'late', 'selected', 'someone', 'else', 'already', 'locked', 'rate', 'following', 'week', 'continued', 'receive', 'email', 'saying', 'ready', 'proceed', 'loan', 'let', 'know', 'closed', 'january', 'th', 'february', 'th', 'got', 'another', 'email', 'guess', 'didnt', 'really', 'ever', 'read', 'email', 'also', 'told', 'phone', 'missed', 'boat', 'seemed', 'fall', 'deaf', 'ear', 'end', 'round', 'one', 'rate', 'fee', 'competitive', 'though', 'pretty', 'near', 'best', 'bunch']"
174,174,2,0.932500005,"loan, process, time, closing, u, read, mortgage, rate, great, would","['called', 'asked', 'city', 'nh', 'looking', 'told', 'might', 'consider', 'well', 'hung']"
175,175,2,0.971700013,"loan, process, time, closing, u, read, mortgage, rate, great, would","['extremely', 'impressed', 'proffessionalism', 'quality', 'speed', 'quote', 'ability', 'communicate', 'preferred', 'method', 'speed', 'close', 'speaking', 'several', 'loan', 'officer', 'jon', 'barrett', 'nasb', 'u', 'couldnt', 'happier', 'service', 'great', 'work']"
176,176,0,0.983399987,"would, work, time, loan, home, process, read, great, lender, rate","['adam', 'great', 'work', 'refi', 'attention', 'detail', 'made', 'smooth', 'easy', 'transaction', 'several', 'year', 'since', 'weve', 'gone', 'thru', 'home', 'loan', 'process', 'unsure', 'start', 'talking', 'adam', 'confident', 'one', 'help', 'u', 'refi', 'professional', 'helpful', 'knowledgeable', 'loan', 'process', 'answered', 'question', 'timely', 'manner', 'would', 'highly', 'recommend', 'adam', 'would', 'hesitate', 'work', 'agai']"
177,177,1,0.976499975,"loan, process, would, u, read, recommend, home, mortgage, team, time","['received', 'offer', 'multiple', 'bank', 'lending', 'tree', 'request', 'mortgage', 'alex', 'madewell', 'nasb', 'far', 'best', 'offer', 'made', 'entire', 'process', 'easy', 'knowledgeable', 'closing', 'home', 'seamless', 'surprise', 'would', 'definitely', 'recommend', 'alex', 'madewell', 'nasb', 'anyone', 'looking', 'mortgage']"
178,178,1,0.935699999,"loan, process, would, u, read, recommend, home, mortgage, team, time","['working', 'agent', 'quick', 'simple', 'little', 'thing', 'completed', 'well', 'pleased', 'service', 'result', 'received']"
